"Story","Title","Result","Date","Stability","Duration (s)"
"As user I want to see detail and rating tensi darah elektrik","As user I want to see detail and rating tensi darah elektrik","SUCCESS","2022-05-20T23:47:52.561+07:00[Asia/Bangkok]","0.0","19.6"
